nm,n,k,wl
1046.623779,0.207584,6.895547,1.046623779
1050.001953,0.209658,6.921279,1.050001953
1053.380859,0.211788,6.946993,1.053380859
1056.760498,0.213976,6.972684,1.056760498
1060.140625,0.216221,6.99835,1.060140625
1063.521484,0.218525,7.023987,1.063521484
1066.903076,0.220888,7.049593,1.066903076
1070.2854,0.22331,7.075164,1.0702854
1073.668213,0.225792,7.100696,1.073668213
1077.051758,0.228334,7.126185,1.077051758
1080.436035,0.230936,7.151627,1.080436035
1083.820923,0.233599,7.177015,1.083820923
1087.206543,0.236323,7.202344,1.087206543
1090.592773,0.239103,7.227603,1.090592773
1093.979736,0.241933,7.252789,1.093979736
1097.36731,0.244807,7.277897,1.09736731
1100.755615,0.247718,7.302925,1.100755615
1104.144531,0.250662,7.32787,1.104144531
1107.53418,0.253632,7.352733,1.10753418
1110.924438,0.256624,7.377511,1.110924438
1114.31543,0.259631,7.402205,1.11431543
1117.707031,0.262651,7.426814,1.117707031
1121.099365,0.265677,7.451339,1.121099365
1124.49231,0.268706,7.47578,1.12449231
1127.885986,0.271733,7.500139,1.127885986
1131.280273,0.274754,7.524416,1.131280273
1134.675293,0.277765,7.548614,1.134675293
1138.070923,0.280763,7.572731,1.138070923
1141.467285,0.283745,7.59677,1.141467285
1144.864258,0.286706,7.620733,1.144864258
1148.261963,0.289643,7.644621,1.148261963
1151.660278,0.292555,7.668437,1.151660278
1155.059326,0.295436,7.692183,1.155059326
1158.458984,0.298286,7.715859,1.158458984
1161.859253,0.301101,7.739467,1.161859253
1165.260376,0.303878,7.763012,1.165260376
1168.661987,0.306616,7.786493,1.168661987
1172.064453,0.309312,7.809915,1.172064453
1175.467529,0.311964,7.833277,1.175467529
1178.871216,0.314569,7.856584,1.178871216
1182.275635,0.317126,7.879837,1.182275635
1185.680664,0.319633,7.903037,1.185680664
1189.086304,0.322089,7.926189,1.189086304
1192.492798,0.324491,7.949295,1.192492798
1195.89978,0.326838,7.972355,1.19589978
1199.307617,0.329128,7.995375,1.199307617
1202.716064,0.331361,8.018355,1.202716064
1206.125122,0.333534,8.041298,1.206125122
1209.534912,0.335647,8.064206,1.209534912
1212.945313,0.337698,8.087082,1.212945313
1216.356445,0.339687,8.109929,1.216356445
1219.768188,0.341611,8.132748,1.219768188
1223.180664,0.343471,8.155544,1.223180664
1226.59375,0.345266,8.178317,1.22659375
1230.007568,0.346994,8.201072,1.230007568
1233.421997,0.348655,8.223807,1.233421997
1236.837158,0.350247,8.246531,1.236837158
1240.25293,0.351772,8.269242,1.24025293
1243.669434,0.353227,8.291945,1.243669434
1247.086548,0.354612,8.314641,1.247086548
1250.504395,0.355927,8.337334,1.250504395
1253.922852,0.357171,8.360025,1.253922852
1257.342041,0.358344,8.382718,1.257342041
1260.761841,0.359446,8.405416,1.260761841
1264.182373,0.360475,8.42812,1.264182373
1267.603516,0.361433,8.450835,1.267603516
1271.025391,0.362318,8.473562,1.271025391
1274.447998,0.363131,8.496306,1.274447998
1277.871094,0.363871,8.519068,1.277871094
1281.294922,0.364537,8.541851,1.281294922
1284.719482,0.365131,8.56466,1.284719482
1288.144775,0.365652,8.587497,1.288144775
1291.570557,0.3661,8.610363,1.291570557
1294.997192,0.366474,8.633265,1.294997192
1298.424316,0.366775,8.656204,1.298424316
1301.852295,0.367003,8.679186,1.301852295
1305.280762,0.367158,8.702211,1.305280762
1308.710083,0.367239,8.725287,1.308710083
1312.139893,0.367248,8.748418,1.312139893
1315.570557,0.367184,8.771606,1.315570557
1319.001709,0.367047,8.79486,1.319001709
1322.433716,0.366837,8.818187,1.322433716
1325.866333,0.366559,8.841595,1.325866333
1329.299561,0.366219,8.865091,1.329299561
1332.733521,0.365825,8.888681,1.332733521
1336.168091,0.365382,8.912367,1.336168091
1339.603271,0.364898,8.936152,1.339603271
1343.039307,0.364379,8.960038,1.343039307
1346.47583,0.363831,8.984026,1.34647583
1349.913208,0.363259,9.008118,1.349913208
1353.351196,0.362669,9.032313,1.353351196
1356.789795,0.362067,9.056613,1.356789795
1360.229126,0.361458,9.081017,1.360229126
1363.669189,0.360847,9.105524,1.363669189
1367.109741,0.360239,9.130135,1.367109741
1370.551025,0.359638,9.154847,1.370551025
1373.993042,0.359049,9.179663,1.373993042
1377.435791,0.358476,9.204577,1.377435791
1380.87915,0.357924,9.229592,1.38087915
1384.322998,0.357397,9.254704,1.384322998
1387.767822,0.356897,9.279913,1.387767822
1391.213135,0.356429,9.305215,1.391213135
1394.65918,0.355997,9.330612,1.39465918
1398.105835,0.355604,9.3561,1.398105835
1401.553223,0.355253,9.381677,1.401553223
1405.001221,0.354947,9.407341,1.405001221
1408.449951,0.354689,9.43309,1.408449951
1411.899292,0.354482,9.458923,1.411899292
1415.349365,0.354328,9.484838,1.415349365
1418.800049,0.354231,9.510832,1.418800049
1422.251465,0.354192,9.536902,1.422251465
1425.703491,0.354214,9.563047,1.425703491
1429.15625,0.354299,9.589265,1.42915625
1432.609619,0.354449,9.615553,1.432609619
1436.063721,0.354667,9.641909,1.436063721
1439.518555,0.354954,9.66833,1.439518555
1442.973877,0.355311,9.694814,1.442973877
1446.430054,0.355741,9.72136,1.446430054
1449.886841,0.356245,9.747964,1.449886841
1453.344238,0.356825,9.774624,1.453344238
1456.802368,0.357482,9.801338,1.456802368
1460.261108,0.358217,9.828105,1.460261108
1463.720581,0.359032,9.854919,1.463720581
1467.180786,0.359928,9.881783,1.467180786
1470.641479,0.360906,9.908689,1.470641479
1474.103027,0.361966,9.935638,1.474103027
1477.565186,0.36311,9.962627,1.477565186
1481.027954,0.364339,9.989655,1.481027954
1484.491455,0.365654,10.016717,1.484491455
1487.955566,0.367055,10.043812,1.487955566
1491.42041,0.368542,10.070939,1.49142041
1494.885986,0.370118,10.098094,1.494885986
1498.352051,0.371781,10.125276,1.498352051
1501.81897,0.373533,10.152482,1.50181897
1505.286377,0.375374,10.179709,1.505286377
1508.754639,0.377304,10.206958,1.508754639
1512.223389,0.379324,10.234223,1.512223389
